id,x,y,yaw
0,-533.488,284.239,2.45465
1,-533.495,284.238,2.45587
2,-533.268,284.305,2.45679
3,-533.404,284.12,2.45531
4,-533.517,284.444,2.4601
5,-533.782,284.464,2.45853
6,-533.958,284.556,2.45524
7,-534.441,284.912,2.45918
8,-534.761,285.298,2.45819
9,-534.96,285.31,2.45735
10,-535.392,285.973,2.44956
11,-535.645,286.372,2.45943
12,-536.238,286.854,2.46097
13,-536.403,287.203,2.4609
14,-537.173,287.906,2.46222
15,-537.402,287.986,2.4715
16,-537.933,288.413,2.46439
17,-538.404,288.794,2.46602
18,-539.079,289.032,2.46778
19,-539.409,289.298,2.46007
20,-540.381,289.567,2.46388
21,-540.86,290.596,2.47212
22,-542.148,291.708,2.48806
23,-542.357,291.758,2.48559
24,-542.875,292.073,2.4784
25,-543.6,292.629,2.47195
26,-544.589,293.423,2.48371
27,-545.064,294.09,2.4887
28,-546.787,294.689,2.51024
29,-547.305,294.916,2.51299
30,-547.97,295.655,2.53419
31,-548.867,296.491,2.56879
32,-549.373,297.414,2.61234
33,-550.465,298.258,2.66999
34,-551.543,298.805,2.73812
35,-552.809,298.243,2.82068
36,-555.488,299.265,2.9496
37,-556.757,297.796,3.01855
38,-558.645,298.676,3.11206
39,-559.902,298.417,-3.09236
40,-560.983,298.238,-3.02005
41,-562.557,298,-2.96056
42,-564.345,297.705,-2.90946
43,-565.572,297.152,-2.84734
44,-567.445,296.696,-2.77674
45,-569.159,296.275,-2.73166
46,-570.558,295.748,-2.69516
47,-571.92,295.089,-2.65865
48,-574.163,293.978,-2.62749
49,-575.855,293.238,-2.5971
50,-577.715,292.045,-2.56471
51,-579.271,290.88,-2.54317
52,-580.664,289.722,-2.511
53,-582.202,288.782,-2.4773
54,-584.092,287.591,-2.46034
55,-585.952,286.066,-2.44012
56,-587.42,284.798,-2.42182
57,-589.094,283.448,-2.42758
58,-590.608,281.983,-2.42648
59,-592.831,280.288,-2.42033
60,-594.968,277.955,-2.42423
61,-597.006,276.989,-2.43497
62,-599.218,274.319,-2.4634
63,-601.341,272.456,-2.47813
64,-603.72,270.499,-2.48556
65,-605.614,269.243,-2.50596
66,-607.68,267.939,-2.53019
67,-609.757,266.151,-2.55188
68,-612.538,265.368,-2.56227
69,-614.781,264.153,-2.57469
70,-616.878,262.661,-2.59849
71,-619.991,261.265,-2.60978
72,-622.665,260.361,-2.62213
73,-625.726,258.766,-2.65108
74,-628.417,257.685,-2.67434
75,-630.735,256.434,-2.6848
76,-634.26,255.278,-2.72001
77,-636.409,254.376,-2.72922
78,-639.751,252.657,-2.7517
79,-642.159,251.777,-2.74968
80,-644.686,251.163,-2.77258
81,-648.636,249.437,-2.76478
82,-651.283,248.54,-2.7895
83,-653.248,247.685,-2.79044
84,-656.204,246.82,-2.80137
85,-660.337,246.088,-2.83961
86,-663.145,245.34,-2.85259
87,-665.992,244.46,-2.86639
88,-669.427,243.431,-2.87021
89,-672.459,242.658,-2.86499
90,-674.075,242.493,-2.87887
91,-676.655,241.753,-2.87555
92,-679.81,241.005,-2.8692
93,-682.489,239.783,-2.88069
94,-685.452,239.214,-2.88641
95,-688.38,238.771,-2.88187
96,-691.058,237.709,-2.88199
97,-694.801,237.187,-2.88825
98,-697.972,236.525,-2.89356
99,-700.459,236.37,-2.87189
100,-703.424,235.333,-2.8759
101,-706.802,234.405,-2.88232
102,-709.483,233.404,-2.8881
103,-712.341,233.261,-2.88495
