id,x,y,yaw
0,-533.416,284.068,2.45519
1,-533.41,284.092,2.45525
2,-533.307,284.195,2.45559
3,-533.373,284.248,2.45585
4,-533.488,284.243,2.45444
5,-533.521,284.368,2.46011
6,-533.692,284.482,2.45852
7,-533.924,284.551,2.45524
8,-534.305,284.801,2.45918
9,-534.727,285.202,2.45819
10,-535,285.398,2.45731
11,-535.335,285.795,2.44957
12,-535.667,286.329,2.45942
13,-536.128,286.813,2.46099
14,-536.485,287.23,2.4609
15,-537.011,287.792,2.46222
16,-537.481,288.141,2.47148
17,-537.896,288.41,2.46439
18,-538.389,288.789,2.46602
19,-538.993,289.087,2.4678
20,-539.482,289.33,2.46007
21,-540.194,289.582,2.46387
22,-540.903,290.302,2.47211
23,-541.885,291.447,2.48806
24,-542.623,292.016,2.48171
25,-542.997,292.222,2.47894
26,-543.552,292.622,2.47221
27,-544.431,293.298,2.48385
28,-545.155,294.042,2.4887
29,-546.382,294.695,2.51023
30,-547.461,295.075,2.51304
31,-548.087,295.573,2.53419
32,-548.843,296.366,2.56878
33,-549.494,297.295,2.61233
34,-550.33,298.214,2.67
35,-551.429,298.906,2.73811
36,-552.71,298.739,2.82107
37,-554.868,299.001,2.94959
38,-556.836,298.527,3.01855
39,-558.546,298.34,3.11206
40,-560.066,298.509,-3.09183
41,-561.177,298.323,-3.02018
42,-562.486,298.076,-2.96057
43,-564.185,297.774,-2.90949
44,-565.682,297.298,-2.84734
45,-567.295,296.76,-2.77675
46,-569.092,296.29,-2.73166
47,-570.653,295.793,-2.69516
48,-572.016,295.174,-2.65865
49,-573.874,294.217,-2.62749
50,-575.839,293.262,-2.59716
51,-577.676,292.211,-2.56471
52,-579.364,290.992,-2.54318
53,-580.804,289.784,-2.51072
54,-582.232,288.735,-2.47734
55,-583.955,287.646,-2.46034
56,-585.858,286.244,-2.44012
57,-587.52,284.824,-2.42178
58,-589.103,283.475,-2.42759
59,-590.666,282.046,-2.42648
60,-592.592,280.425,-2.42033
61,-594.81,278.305,-2.42423
62,-596.959,276.692,-2.43504
63,-599.137,274.718,-2.4634
64,-601.319,272.495,-2.4784
65,-603.612,270.512,-2.48556
66,-605.727,268.964,-2.50598
67,-607.713,267.743,-2.53019
68,-609.762,266.229,-2.55184
69,-612.258,265.056,-2.56226
70,-614.78,264.075,-2.57469
71,-616.973,262.754,-2.59849
72,-619.661,261.309,-2.60977
73,-622.572,260.187,-2.6221
74,-625.547,258.901,-2.65107
75,-628.441,257.608,-2.67439
76,-630.95,256.434,-2.68663
77,-633.943,255.251,-2.72
78,-636.672,254.25,-2.72922
79,-639.523,252.888,-2.7517
80,-642.318,251.638,-2.74965
81,-644.792,250.919,-2.77257
82,-648.138,249.716,-2.7649
83,-651.465,248.494,-2.80223
84,-653.959,247.559,-2.80051
85,-656.837,246.661,-2.83495
86,-660.182,245.944,-2.83965
87,-663.241,245.283,-2.8525
88,-666.071,244.488,-2.86638
89,-669.241,243.52,-2.87021
90,-672.465,242.621,-2.865
91,-674.667,242.211,-2.87887
92,-676.726,241.77,-2.87555
93,-679.554,241.06,-2.8692
94,-682.473,240.011,-2.88069
95,-685.362,239.122,-2.88641
96,-688.328,238.619,-2.88187
97,-691.13,237.851,-2.88199
98,-694.44,237.102,-2.88825
99,-697.912,236.496,-2.89356
100,-700.734,236.158,-2.87189
101,-703.454,235.525,-2.8759
102,-706.622,234.538,-2.88235
103,-709.617,233.505,-2.88787
104,-712.396,232.979,-2.88483
105,-715.456,232.623,-2.89141
