id,x,y,yaw
0,-42.4405,11.8178,2.43746
1,-41.5205,10.7627,2.43135
2,-43.1679,12.666,2.43794
3,-44.6543,13.9575,2.43618
4,-46.0641,15.1678,2.43826
5,-47.123,16.0851,2.43558
6,-48.8501,17.369,2.43424
7,-50.286,18.4736,2.43628
8,-52.0828,20.0765,2.43911
9,-53.3452,21.1667,2.44203
10,-54.659,22.2662,2.44349
11,-56.0984,23.7786,2.44339
12,-57.6765,25.0548,2.44402
13,-59.0162,26.1788,2.44298
14,-60.3402,27.3185,2.45068
15,-61.5695,28.1746,2.44393
16,-63.2102,29.8249,2.46319
17,-65.1437,31.3674,2.4594
18,-66.4171,32.4345,2.45655
19,-68.9309,34.563,2.45821
20,-69.5445,35.1058,2.45577
21,-71.4093,36.8202,2.46083
22,-73.3848,38.2481,2.46367
23,-74.7658,39.4457,2.46152
24,-75.9263,40.4201,2.45585
25,-77.138,41.5929,2.45191
26,-78.4634,42.582,2.45025
27,-80.1066,43.9912,2.44644
28,-81.6883,45.2383,2.44702
29,-83.0748,46.5325,2.44552
30,-84.5191,47.7573,2.44604
31,-86.0861,49.2472,2.44699
32,-87.7415,50.4185,2.44048
33,-89.1404,51.5295,2.43887
34,-90.9569,52.7715,2.43555
35,-92.199,54.363,2.43725
36,-93.9172,55.8054,2.43909
37,-95.3877,56.8732,2.43791
38,-96.3651,57.8905,2.42971
39,-97.8368,59.1773,2.42455
40,-99.1425,60.5539,2.41789
41,-100.589,61.9218,2.42217
42,-102.143,63.4758,2.42866
43,-103.539,64.9309,2.42971
44,-105.21,66.2308,2.43163
45,-106.38,67.1978,2.42904
46,-107.484,68.5177,2.43189
47,-109.113,69.9044,2.43275
48,-110.673,71.2313,2.43613
49,-111.97,72.3007,2.43815
50,-113.292,73.3884,2.43258
51,-114.946,74.9158,2.43322
52,-116.443,75.6972,2.43073
53,-117.74,77.0536,2.42988
54,-119.175,78.3147,2.42882
55,-120.519,79.6261,2.4313
56,-121.762,80.5066,2.42561
57,-123.08,81.9415,2.42808
58,-124.564,83.1142,2.43107
59,-125.931,84.2997,2.43013
60,-127.17,85.4831,2.42957
61,-128.595,86.6688,2.42738
62,-129.972,87.8711,2.42824
63,-131.35,88.977,2.42565
64,-132.198,89.9217,2.43329
65,-134.002,91.5983,2.42931
66,-135.479,92.7157,2.4288
67,-136.785,93.9693,2.42784
68,-138.147,95.5764,2.42746
69,-139.479,96.8425,2.42912
70,-141.011,98.087,2.42699
71,-142.225,99.1947,2.42793
72,-143.317,100.141,2.43039
73,-144.283,101.049,2.43452
74,-145.582,102.619,2.44283
75,-147.831,104.282,2.43024
76,-149.213,105.338,2.42822
77,-150.272,106.471,2.42625
78,-152.069,108.122,2.42251
79,-152.942,108.853,2.42494
80,-154.321,109.999,2.43841
81,-155.617,111.295,2.44592
82,-157.116,112.591,2.44691
83,-159.025,114.115,2.44474
84,-160.345,115.428,2.44898
85,-162.026,116.619,2.44391
86,-163.427,117.943,2.44262
87,-164.776,119.306,2.44371
88,-166.215,120.442,2.43672
89,-167.535,121.642,2.44097
90,-169.002,123.109,2.43856
91,-170.303,124.206,2.44171
92,-171.572,125.576,2.43779
93,-172.932,126.776,2.43892
94,-174.384,127.94,2.44326
95,-175.59,128.922,2.44634
96,-177.643,130.598,2.45017
97,-178.877,131.844,2.4468
98,-180.116,133.061,2.44529
99,-181.536,134.447,2.44172
100,-182.788,135.418,2.44221
101,-184.422,136.92,2.44439
102,-186.015,138.333,2.44255
103,-187.584,139.69,2.4414
104,-188.817,140.735,2.44314
105,-189.94,141.794,2.44271
106,-191.418,143.258,2.43544
107,-193.001,144.598,2.43712
108,-194.395,145.776,2.43976
109,-195.9,146.895,2.4383
110,-197.131,147.973,2.43771
111,-198.78,149.589,2.43725
112,-199.63,150.487,2.43325
113,-200.884,151.238,2.43501
114,-202.118,152.215,2.43292
115,-203.338,153.489,2.42928
116,-204.333,154.558,2.424
117,-205.616,155.431,2.42389
118,-206.543,156.23,2.4251
119,-207.42,156.991,2.42524
120,-208.213,157.898,2.42397
121,-208.793,158.654,2.4212
122,-209.63,159.382,2.42074
123,-210.492,160.075,2.42071
124,-211.312,160.941,2.42201
125,-211.989,161.554,2.42691
126,-212.613,162.046,2.42939
127,-213.219,162.657,2.42858
128,-214.072,163.399,2.4277
129,-214.907,164.113,2.43172
130,-215.367,164.556,2.43251
131,-215.926,165.162,2.4356
132,-216.463,165.622,2.43577
133,-217.037,165.901,2.43891
134,-217.676,166.201,2.44092
135,-218.128,166.607,2.44504
136,-218.797,167.24,2.4426
137,-219.657,167.83,2.44059
138,-220.315,168.355,2.43738
139,-220.794,168.965,2.43666
140,-221.443,169.725,2.43471
141,-222.1,170.332,2.43555
142,-222.833,170.986,2.432
143,-223.727,171.795,2.43412
144,-224.742,172.686,2.43551
145,-225.582,173.565,2.43658
146,-226.667,174.173,2.43603
147,-227.502,175.164,2.435
148,-228.55,176.155,2.43461
149,-229.902,177.524,2.44025
150,-230.776,178.263,2.44039
151,-232.124,179.402,2.43767
152,-233.454,180.36,2.43868
153,-235.084,181.819,2.43999
154,-236.102,182.763,2.44064
155,-237.302,183.908,2.438
156,-238.914,185.174,2.43533
157,-240.109,186.294,2.43696
158,-241.871,187.774,2.43503
159,-243.381,189.072,2.43212
160,-245.091,190.284,2.43258
161,-246.567,191.637,2.43181
162,-248.395,193.259,2.43916
163,-249.738,194.412,2.44257
164,-250.964,195.753,2.44417
165,-252.888,197.299,2.44432
166,-254.44,198.711,2.44187
167,-256.212,200.259,2.44512
168,-258.218,201.684,2.44418
169,-260.096,203.109,2.44486
170,-262.509,205.447,2.44779
171,-263.122,206.119,2.44433
172,-265.364,208.273,2.44235
173,-267.196,209.922,2.43503
174,-267.964,210.646,2.43121
175,-270.117,212.567,2.43066
176,-272.189,214.579,2.4334
177,-273.569,215.703,2.43807
178,-274.579,216.794,2.4262
179,-276.324,218.299,2.42577
180,-277.695,219.502,2.42479
181,-278.872,220.664,2.42514
182,-280.105,221.559,2.42829
183,-281.199,222.391,2.43322
184,-282.606,223.702,2.44238
185,-283.349,224.377,2.44069
186,-284.26,225.279,2.43733
187,-284.719,225.587,2.4346
188,-285.513,226.351,2.42484
189,-287.071,227.621,2.43502
190,-287.713,227.94,2.42607
191,-288.291,228.5,2.42321
192,-289.225,229.254,2.43639
193,-290.387,230.406,2.43538
194,-291.757,231.64,2.4417
195,-295.444,234.805,2.45425
196,-294.244,233.878,2.45087
197,-294.393,234.204,2.44367
198,-295.296,235.011,2.4432
199,-296.082,235.571,2.43971
