id,x,y,yaw
0,-41.3887,10.6142,2.42988
1,-42.3035,11.6612,2.43746
2,-43.3093,12.8279,2.43953
3,-44.5186,13.8097,2.43575
4,-45.8801,15.0001,2.43876
5,-46.9304,15.9145,2.43494
6,-48.6661,17.2127,2.43391
7,-50.0584,18.2967,2.43677
8,-51.8584,19.8978,2.4398
9,-53.1028,20.9587,2.44273
10,-54.453,22.0892,2.44387
11,-55.894,23.5994,2.44337
12,-57.4666,24.8546,2.44419
13,-58.7939,25.9887,2.44272
14,-60.1331,27.1418,2.45254
15,-61.3699,28.0075,2.4423
16,-63.0115,29.6656,2.46784
17,-64.9076,31.1521,2.45849
18,-66.1622,32.2224,2.45586
19,-68.693,34.362,2.45861
20,-69.2545,34.8604,2.45518
21,-71.2273,36.6612,2.46205
22,-73.13,38.0259,2.46436
23,-74.5012,39.238,2.461
24,-75.7056,40.2356,2.45448
25,-76.9453,41.4287,2.45096
26,-78.2746,42.4135,2.44985
27,-79.9045,43.8276,2.44552
28,-81.4587,45.0465,2.44718
29,-82.8465,46.3449,2.44516
30,-84.3035,47.567,2.44616
31,-85.867,49.0566,2.44723
32,-87.5106,50.2135,2.43891
33,-88.9046,51.3466,2.43849
34,-90.7299,52.5957,2.43475
35,-91.9543,54.1726,2.43766
36,-93.7031,55.5873,2.43953
37,-95.1488,56.6664,2.43762
38,-96.1511,57.7157,2.42773
39,-97.6559,59.0101,2.4233
40,-98.9376,60.3676,2.41628
41,-100.389,61.7238,2.42321
42,-101.929,63.27,2.43023
43,-103.317,64.7096,2.42995
44,-104.992,66.0162,2.43209
45,-106.152,67.004,2.42842
46,-107.293,68.3495,2.43257
47,-108.926,69.7138,2.43296
48,-110.449,71.0314,2.43695
49,-111.748,72.1081,2.43863
50,-113.088,73.2169,2.43123
51,-114.738,74.7394,2.43338
52,-116.212,75.5028,2.43013
53,-117.519,76.8986,2.42969
54,-118.968,78.1279,2.42856
55,-120.308,79.439,2.4319
56,-121.561,80.323,2.42423
57,-122.887,81.7805,2.42869
58,-124.363,82.9211,2.43177
59,-125.72,84.1202,2.4299
60,-126.967,85.3046,2.42943
61,-128.399,86.4913,2.42685
62,-129.766,87.6934,2.42845
63,-131.203,88.8271,2.42521
64,-132.011,89.7582,2.43513
65,-133.832,91.4327,2.42835
66,-135.248,92.5057,2.42867
67,-136.57,93.7868,2.42762
68,-137.943,95.3813,2.42737
69,-139.275,96.6254,2.42953
70,-140.806,97.8902,2.42647
71,-141.999,98.9954,2.42814
72,-143.127,99.9698,2.43098
73,-144.123,100.904,2.4356
74,-145.422,102.463,2.44484
75,-147.627,104.072,2.4272
76,-148.942,105.118,2.42773
77,-150.055,106.291,2.42577
78,-151.872,107.936,2.42161
79,-152.717,108.647,2.42553
80,-154.149,109.85,2.44167
81,-155.421,111.125,2.44773
82,-156.919,112.406,2.44715
83,-158.801,113.92,2.44421
84,-160.095,115.216,2.45002
85,-161.805,116.421,2.44269
86,-163.19,117.754,2.44232
87,-164.559,119.11,2.44397
88,-166.005,120.246,2.43503
89,-167.323,121.463,2.442
90,-168.797,122.923,2.43797
91,-170.092,124.006,2.44247
92,-171.374,125.395,2.43684
93,-172.736,126.582,2.4392
94,-174.18,127.757,2.44431
95,-175.383,128.748,2.44709
96,-177.436,130.426,2.4511
97,-178.621,131.63,2.44599
98,-179.91,132.868,2.44493
99,-181.336,134.255,2.44086
100,-182.583,135.225,2.44233
101,-184.221,136.748,2.44492
102,-185.8,138.147,2.44228
103,-187.353,139.486,2.44113
104,-188.592,140.539,2.44356
105,-189.744,141.624,2.44261
106,-191.231,143.085,2.43368
107,-192.789,144.397,2.43753
108,-194.172,145.581,2.4404
109,-195.685,146.714,2.43794
110,-196.915,147.802,2.43757
111,-198.576,149.412,2.43713
112,-199.414,150.283,2.4323
113,-200.72,151.086,2.43543
114,-201.936,152.081,2.43242
115,-203.156,153.34,2.4284
116,-204.157,154.388,2.42273
117,-205.451,155.273,2.42386
118,-206.367,156.091,2.42539
119,-207.271,156.865,2.42528
120,-208.076,157.776,2.42366
121,-208.672,158.526,2.42053
122,-209.525,159.265,2.42063
123,-210.372,159.963,2.42071
124,-211.188,160.831,2.42232
125,-211.87,161.436,2.42809
126,-212.507,161.948,2.42998
127,-213.121,162.572,2.42839
128,-213.973,163.306,2.42748
129,-214.789,164.009,2.43269
130,-215.254,164.457,2.4327
131,-215.84,165.081,2.43635
132,-216.378,165.537,2.43581
133,-216.954,165.832,2.43967
134,-217.59,166.148,2.44141
135,-218.04,166.556,2.44604
136,-218.718,167.178,2.442
137,-219.56,167.748,2.44011
138,-220.202,168.271,2.4366
139,-220.695,168.883,2.43649
140,-221.358,169.634,2.43423
141,-222.006,170.23,2.43576
142,-222.735,170.891,2.43113
143,-223.618,171.694,2.43463
144,-224.615,172.57,2.43585
145,-225.446,173.441,2.43682
146,-226.532,174.05,2.4359
147,-227.354,175.053,2.43475
148,-228.413,176.019,2.43451
149,-229.744,177.373,2.44161
150,-230.6,178.091,2.44043
151,-231.969,179.263,2.43701
152,-233.267,180.203,2.43893
153,-234.884,181.661,2.44031
154,-235.886,182.576,2.44079
155,-237.126,183.75,2.43736
156,-238.725,185.003,2.43468
157,-239.895,186.114,2.43735
