id,x,y,yaw
0,-42.4405,11.8178,2.43746
1,-43.3577,12.8838,2.43932
2,-44.5651,13.8491,2.43611
3,-45.9315,15.0436,2.43851
4,-46.9715,15.9504,2.43529
5,-48.73,17.2611,2.43405
6,-50.1128,18.3389,2.4365
7,-51.9257,19.9569,2.43946
8,-53.1525,21.0012,2.4424
9,-54.5037,22.1328,2.4437
10,-55.9488,23.6558,2.4434
11,-57.5218,24.8989,2.4441
12,-58.8452,26.0323,2.44286
13,-60.1846,27.1859,2.45157
14,-61.4174,28.0418,2.44323
15,-63.073,29.7263,2.46538
16,-64.9792,31.2093,2.45918
17,-66.2126,32.2651,2.45619
18,-68.7853,34.4401,2.45837
19,-69.2842,34.8862,2.4555
20,-71.2983,36.7258,2.46139
21,-73.2026,38.0793,2.46406
22,-74.562,39.2916,2.46148
23,-75.7534,40.2752,2.45519
24,-76.9928,41.4738,2.45138
25,-78.3252,42.452,2.45
26,-79.9658,43.8802,2.44597
27,-81.5184,45.0938,2.44706
28,-82.9,46.3941,2.44534
29,-84.3591,47.6141,2.44608
30,-85.9265,49.1121,2.44711
31,-87.5733,50.2589,2.43973
32,-88.9588,51.3902,2.43861
33,-90.7985,52.6433,2.43513
34,-92.0034,54.2318,2.43741
35,-93.7677,55.6422,2.43932
36,-95.2054,56.709,2.43779
37,-96.1916,57.7559,2.42873
38,-97.7118,59.0587,2.42384
39,-98.9872,60.4193,2.41704
40,-100.444,61.7757,2.42259
41,-101.988,63.3285,2.42946
42,-103.371,64.7655,2.42991
43,-105.056,66.067,2.43187
44,-106.201,67.0415,2.42875
45,-107.337,68.3996,2.43219
46,-108.987,69.7662,2.43289
47,-110.508,71.0821,2.43654
48,-111.798,72.1504,2.43843
49,-113.14,73.2594,2.43195
50,-114.8,74.7966,2.43324
51,-116.269,75.5349,2.43044
52,-117.57,76.9508,2.42975
53,-119.023,78.1755,2.42868
54,-120.36,79.489,2.43158
55,-121.609,80.3586,2.42497
56,-122.937,81.8341,2.42831
57,-124.42,82.9669,2.43144
58,-125.772,84.1661,2.43005
59,-127.015,85.35,2.42949
60,-128.453,86.5368,2.42712
61,-129.818,87.7393,2.42832
62,-131.258,88.8708,2.42552
63,-132.046,89.7971,2.43419
64,-133.899,91.4947,2.42892
65,-135.304,92.5489,2.4287
66,-136.62,93.8353,2.4277
67,-137.996,95.4411,2.42739
68,-139.326,96.6746,2.42931
69,-140.864,97.9386,2.42676
70,-142.053,99.0441,2.428
71,-143.169,100.006,2.4307
72,-144.151,100.934,2.43503
73,-145.47,102.52,2.44386
74,-147.708,104.133,2.42886
75,-148.996,105.161,2.42785
76,-150.099,106.336,2.42598
77,-151.939,107.997,2.42204
78,-152.753,108.678,2.42518
79,-154.203,109.894,2.44002
80,-155.47,111.173,2.44696
81,-156.976,112.456,2.44714
82,-158.865,113.975,2.44459
83,-160.146,115.266,2.44947
84,-161.869,116.468,2.44336
85,-163.244,117.805,2.44242
86,-164.613,119.163,2.44381
87,-166.061,120.291,2.43591
88,-167.374,121.509,2.44139
89,-168.853,122.978,2.43831
90,-170.142,124.049,2.44205
91,-171.423,125.447,2.43736
92,-172.788,126.628,2.43902
93,-174.236,127.803,2.44378
94,-175.43,128.787,2.44676
95,-177.511,130.488,2.45066
96,-178.669,131.677,2.44646
97,-179.959,132.916,2.44508
98,-181.391,134.308,2.44128
99,-182.632,135.264,2.44223
100,-184.283,136.804,2.44465
101,-185.862,138.202,2.4425
102,-187.413,139.538,2.44126
103,-188.64,140.58,2.44332
104,-189.776,141.662,2.44307
105,-191.285,143.139,2.43462
106,-192.848,144.448,2.43724
107,-194.225,145.626,2.44008
108,-195.743,146.757,2.43816
