id,x,y,yaw
0,-41.3887,10.6142,2.42988
1,-42.2254,11.5719,2.4354
2,-43.378,12.9053,2.43842
3,-44.6317,13.9735,2.43647
4,-46.0307,15.1364,2.43815
5,-47.1441,16.1024,2.4358
6,-48.7855,17.3339,2.43442
7,-50.3049,18.4867,2.43614
8,-52.0464,20.0274,2.43882
9,-53.3926,21.2094,2.44168
10,-54.6598,22.2694,2.44326
11,-56.0889,23.7407,2.44334
12,-57.6657,25.0763,2.44396
13,-59.0383,26.1963,2.44306
14,-60.3441,27.3203,2.45
15,-61.5795,28.2033,2.44436
16,-63.1713,29.7514,2.46155
17,-65.1088,31.3672,2.45931
18,-66.4739,32.4769,2.45678
19,-68.8156,34.4644,2.45812
20,-69.7157,35.248,2.45597
21,-71.3087,36.7234,2.46042
22,-73.3724,38.2665,2.46334
23,-74.818,39.4658,2.46163
24,-75.9551,40.4468,2.4564
25,-77.1411,41.5795,2.45241
26,-78.4549,42.5998,2.45054
27,-80.0739,43.9522,2.44686
28,-81.6878,45.2486,2.44708
29,-83.0918,46.5272,2.44567
30,-84.5162,47.7636,2.44603
31,-86.0745,49.2216,2.4469
32,-87.7308,50.4459,2.44106
33,-89.1635,51.539,2.43918
34,-90.919,52.762,2.43594
35,-92.2504,54.3273,2.4372
36,-93.8767,55.8131,2.43891
37,-95.4066,56.9101,2.43798
38,-96.4148,57.9025,2.43047
39,-97.7982,59.155,2.42522
40,-99.1555,60.542,2.41868
41,-100.575,61.9191,2.42199
42,-102.13,63.456,2.42802
43,-103.552,64.9365,2.42944
44,-105.185,66.2456,2.43138
45,-106.427,67.2342,2.42921
46,-107.497,68.4904,2.43167
47,-109.067,69.8956,2.43262
48,-110.673,71.2339,2.43579
49,-111.993,72.326,2.43787
50,-113.294,73.3913,2.43301
51,-114.915,74.8745,2.43328
52,-116.453,75.764,2.43097
53,-117.759,77.0059,2.43003
54,-119.165,78.3197,2.42895
55,-120.528,79.6192,2.43111
56,-121.773,80.5482,2.42607
57,-123.075,81.8937,2.42799
58,-124.547,83.1344,2.43077
59,-125.939,84.299,2.43013
60,-127.183,85.4843,2.42962
61,-128.579,86.6689,2.42759
62,-129.975,87.8696,2.42822
63,-131.403,89.0111,2.42601
64,-132.272,89.949,2.43269
65,-133.913,91.5277,2.42951
66,-135.497,92.7587,2.4289
67,-136.799,93.9586,2.42794
68,-138.145,95.5418,2.42752
69,-139.483,96.8694,2.42899
70,-140.992,98.0916,2.42715
71,-142.253,99.2107,2.42789
72,-143.333,100.16,2.43015
73,-144.3,101.058,2.43408
74,-145.553,102.556,2.44196
75,-147.733,104.262,2.43115
76,-149.28,105.391,2.42865
77,-150.309,106.471,2.42654
78,-152.006,108.074,2.42293
79,-153.026,108.936,2.42483
80,-154.282,109.97,2.43716
81,-155.623,111.28,2.4449
82,-157.095,112.587,2.44655
83,-158.981,114.091,2.44483
84,-160.395,115.444,2.44863
85,-161.996,116.632,2.44428
86,-163.452,117.933,2.44284
87,-164.785,119.302,2.44367
88,-166.209,120.463,2.43735
89,-167.546,121.639,2.44075
90,-168.989,123.083,2.43872
91,-170.318,124.238,2.44146
92,-171.578,125.553,2.43808
93,-172.924,126.791,2.4389
94,-174.373,127.945,2.44286
95,-175.612,128.942,2.44596
96,-177.562,130.533,2.44972
97,-178.945,131.877,2.44698
98,-180.122,133.066,2.44548
99,-181.522,134.432,2.4421
100,-182.802,135.456,2.44227
101,-184.386,136.873,2.44421
102,-186.012,138.335,2.44266
103,-187.584,139.693,2.44154
104,-188.85,140.767,2.44302
105,-189.958,141.803,2.44275
106,-191.388,143.222,2.43611
107,-192.986,144.603,2.43715
108,-194.41,145.791,2.43952
109,-195.891,146.904,2.43837
110,-197.157,147.98,2.43778
111,-198.743,149.537,2.43731
112,-199.705,150.55,2.43363
113,-200.856,151.261,2.43495
114,-202.12,152.201,2.43309
115,-203.338,153.459,2.42966
116,-204.356,154.573,2.42459
117,-205.591,155.451,2.42405
118,-206.575,156.242,2.42503
119,-207.429,156.998,2.42521
120,-208.225,157.885,2.42407
121,-208.817,158.668,2.42148
122,-209.609,159.386,2.42086
123,-210.488,160.079,2.42075
124,-211.315,160.926,2.4219
125,-212.004,161.577,2.42643
126,-212.621,162.061,2.42903
127,-213.223,162.649,2.42856
128,-214.049,163.386,2.42777
129,-214.905,164.114,2.43137
130,-215.403,164.583,2.43235
131,-215.922,165.15,2.43528
132,-216.467,165.636,2.43566
133,-217.034,165.921,2.4386
134,-217.67,166.204,2.44065
135,-218.146,166.598,2.4446
136,-218.778,167.217,2.4427
137,-219.636,167.83,2.4408
138,-220.33,168.36,2.43773
139,-220.813,168.957,2.43682
140,-221.429,169.708,2.43494
141,-222.097,170.344,2.43554
142,-222.824,170.983,2.43232
143,-223.709,171.78,2.43401
144,-224.727,172.675,2.43537
145,-225.595,173.563,2.43645
146,-226.644,174.199,2.43604
147,-227.523,175.13,2.4351
148,-228.531,176.151,2.43467
149,-229.87,177.484,2.43975
150,-230.816,178.318,2.44025
151,-232.082,179.369,2.43788
152,-233.45,180.376,2.43865
153,-235.051,181.77,2.43987
154,-236.156,182.805,2.44054
155,-237.291,183.893,2.43822
156,-238.875,185.162,2.43563
157,-240.143,186.305,2.43689
158,-241.819,187.74,2.43519
159,-243.399,189.084,2.43243
160,-245.071,190.292,2.43262
161,-246.587,191.625,2.43189
162,-248.362,193.231,2.43851
163,-249.781,194.453,2.44209
164,-250.979,195.74,2.44391
165,-252.824,197.279,2.44423
166,-254.467,198.72,2.44207
167,-256.191,200.245,2.44488
168,-258.192,201.694,2.44419
169,-260.102,203.11,2.44479
170,-262.459,205.36,2.44759
171,-263.292,206.269,2.44459
172,-265.229,208.147,2.4426
173,-267.223,209.959,2.43576
174,-268.067,210.738,2.43176
175,-270,212.467,2.43086
176,-272.183,214.558,2.4332
177,-273.629,215.781,2.43759
178,-274.625,216.809,2.42716
179,-276.264,218.265,2.42614
180,-277.725,219.528,2.42498
181,-278.892,220.669,2.42517
182,-280.105,221.588,2.42801
183,-281.214,222.404,2.4327
184,-282.578,223.659,2.44141
185,-283.41,224.432,2.44057
186,-284.252,225.263,2.43761
187,-284.766,225.647,2.43492
188,-285.49,226.318,2.42582
189,-286.995,227.569,2.43436
190,-287.788,228.023,2.4267
191,-288.306,228.487,2.42365
192,-289.197,229.237,2.43531
193,-290.361,230.363,2.43518
194,-291.947,231.881,2.44046
