id,x,y,yaw
0,-42.4405,11.8178,2.43746
1,-41.9411,11.245,2.43537
2,-42.6232,12.0364,2.43671
3,-44.1493,13.514,2.43638
4,-45.7018,14.8736,2.43722
5,-47.0046,16.0043,2.43641
6,-48.6031,17.2405,2.43551
7,-50.1833,18.4352,2.43596
8,-51.9145,19.9032,2.43734
9,-53.3868,21.1826,2.43927
10,-54.7096,22.3055,2.44091
11,-56.1039,23.6863,2.44179
12,-57.6274,25.0388,2.44265
13,-59.0448,26.2257,2.44267
14,-60.3788,27.3623,2.44621
15,-61.6222,28.2982,2.44459
16,-63.1218,29.6753,2.45292
17,-64.9634,31.2446,2.45491
18,-66.4753,32.493,2.45525
19,-68.6186,34.3021,2.45646
20,-69.8643,35.3697,2.456
21,-71.347,36.7244,2.45816
22,-73.2546,38.2211,2.46038
23,-74.8382,39.5039,2.46068
24,-76.0853,40.552,2.45846
25,-77.259,41.6401,2.45577
26,-78.51,42.6613,2.45365
27,-80.0231,43.9173,2.45074
28,-81.6199,45.2089,2.44946
29,-83.0862,46.4991,2.44792
30,-84.5251,47.7565,2.44729
31,-86.0538,49.1697,2.44728
32,-87.6819,50.45,2.44429
33,-89.1724,51.589,2.44221
34,-90.8633,52.7819,2.43954
35,-92.2941,54.2502,2.43887
36,-93.8649,55.7463,2.43911
37,-95.4082,56.9561,2.43857
38,-96.5458,57.9959,2.43469
39,-97.8428,59.1765,2.43061
40,-99.1723,60.5049,2.42548
41,-100.561,61.8735,2.42466
42,-102.079,63.3806,2.42665
43,-103.535,64.8857,2.42784
44,-105.13,66.2556,2.42936
45,-106.47,67.3376,2.42902
46,-107.599,68.5312,2.4303
47,-109.04,69.8723,2.43125
48,-110.607,71.2133,2.43329
49,-112.001,72.3716,2.43521
50,-113.326,73.4515,2.43378
51,-114.868,74.8225,2.43364
52,-116.415,75.8382,2.43238
53,-117.789,77.0101,2.43141
54,-119.183,78.2873,2.43039
55,-120.549,79.5865,2.43093
56,-121.819,80.6144,2.42853
57,-123.103,81.8698,2.42858
58,-124.522,83.1172,2.42973
59,-125.924,84.3053,2.42979
60,-127.211,85.4914,2.42966
61,-128.575,86.6746,2.42866
62,-129.963,87.8688,2.42858
63,-131.384,89.0235,2.42737
64,-132.392,90.0113,2.43015
65,-133.855,91.4325,2.4295
66,-135.417,92.7277,2.42921
67,-136.799,93.9596,2.42863
68,-138.158,95.459,2.42818
69,-139.499,96.8448,2.42866
70,-140.963,98.1145,2.42788
71,-142.271,99.2596,2.42797
72,-143.406,100.249,2.42905
73,-144.403,101.152,2.43137
74,-145.569,102.482,2.43619
75,-147.494,104.107,2.43297
76,-149.179,105.39,2.43109
77,-150.398,106.526,2.42918
78,-151.966,108.005,2.42647
79,-153.124,109.029,2.42613
80,-154.337,110.044,2.4317
81,-155.634,111.265,2.43744
82,-157.057,112.55,2.44092
83,-158.833,114.006,2.44214
84,-160.368,115.404,2.44496
85,-161.965,116.655,2.44414
86,-163.464,117.941,2.44349
87,-164.834,119.287,2.44366
88,-166.236,120.496,2.44057
89,-167.582,121.674,2.44108
90,-168.992,123.045,2.43997
91,-170.34,124.259,2.44086
92,-171.616,125.546,2.43942
93,-172.937,126.797,2.43934
94,-174.351,127.974,2.44112
95,-175.636,129.009,2.44326
96,-177.42,130.449,2.44607
97,-178.929,131.831,2.44604
98,-180.195,133.078,2.44564
99,-181.55,134.416,2.44393
100,-182.839,135.52,2.44336
101,-184.342,136.848,2.44392
102,-185.946,138.28,2.44327
103,-187.54,139.667,2.4425
104,-188.899,140.825,2.44288
105,-190.051,141.875,2.44293
106,-191.396,143.19,2.43962
107,-192.93,144.56,2.43887
108,-194.39,145.801,2.43941
109,-195.872,146.946,2.43889
110,-197.197,148.03,2.43841
111,-198.71,149.46,2.43796
112,-199.812,150.588,2.43593
113,-200.929,151.395,2.43575
114,-202.141,152.276,2.43456
115,-203.349,153.421,2.43235
116,-204.411,154.547,2.4289
117,-205.592,155.492,2.4271
118,-206.623,156.314,2.42649
119,-207.51,157.071,2.42605
120,-208.311,157.909,2.42519
121,-208.934,158.697,2.42352
122,-209.658,159.426,2.42249
123,-210.484,160.119,2.42185
124,-211.309,160.918,2.42202
125,-212.033,161.605,2.4242
126,-212.671,162.133,2.42627
127,-213.271,162.692,2.42703
128,-214.03,163.374,2.42719
129,-214.864,164.091,2.42916
130,-215.453,164.626,2.43043
131,-215.981,165.178,2.43255
132,-216.509,165.673,2.43372
133,-217.055,166.001,2.43585
134,-217.663,166.277,2.43784
135,-218.169,166.628,2.44077
136,-218.767,167.171,2.44121
137,-219.564,167.774,2.44082
138,-220.298,168.334,2.43931
139,-220.851,168.93,2.4383
140,-221.447,169.65,2.43684
141,-222.092,170.319,2.43645
142,-222.798,170.972,2.43455
143,-223.645,171.737,2.43458
144,-224.634,172.609,2.43503
145,-225.557,173.51,2.43561
146,-226.587,174.224,2.43569
147,-227.515,175.098,2.43535
148,-228.505,176.089,2.43505
149,-229.765,177.351,2.4374
150,-230.81,178.319,2.43849
151,-232.026,179.354,2.43796
152,-233.37,180.372,2.4383
153,-234.925,181.674,2.43902
154,-236.168,182.795,2.43966
155,-237.332,183.895,2.43884
156,-238.805,185.124,2.43735
157,-240.135,186.295,2.43735
158,-241.729,187.668,2.43636
159,-243.332,189.035,2.43459
160,-245.003,190.294,2.43391
161,-246.574,191.611,2.43309
162,-248.304,193.149,2.4359
163,-249.812,194.465,2.43858
164,-251.081,195.759,2.44073
165,-252.764,197.235,2.44203
166,-254.425,198.692,2.44176
167,-256.143,200.208,2.44325
168,-258.087,201.68,2.44347
169,-260.028,203.114,2.44402
170,-262.298,205.163,2.44563
171,-263.52,206.391,2.44486
172,-265.242,208.092,2.44379
173,-267.163,209.888,2.44002
174,-268.278,210.928,2.43654
175,-269.971,212.454,2.43438
176,-272.034,214.403,2.43427
177,-273.664,215.837,2.43605
178,-274.813,216.958,2.43149
179,-276.293,218.301,2.42944
180,-277.746,219.57,2.42769
181,-278.976,220.732,2.42681
182,-280.176,221.697,2.42762
183,-281.291,222.525,2.43005
184,-282.575,223.647,2.43526
185,-283.518,224.506,2.43706
186,-284.362,225.327,2.43687
187,-284.931,225.804,2.43582
188,-285.578,226.391,2.43104
189,-286.85,227.461,2.43335
190,-287.788,228.086,2.42994
191,-288.443,228.609,2.42907
192,-289.239,229.268,2.43283
193,-290.29,230.258,2.43366
194,-291.757,231.668,2.43679
195,-294.684,234.195,2.44413
196,-295.058,234.562,2.44625
197,-294.829,234.525,2.44469
198,-295.357,235.069,2.44412
199,-296.074,235.626,2.44223
